,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,movie id,movie title,release date,video release date,IMDb URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Summary,Cast,Director,Rating,Runtime,No. of ratings,YT-Trailer ID
1001,1001,1001,1001,1002,"Pest, The (1997)",07-Feb-97,,https://www.imdb.com/title/tt10771528/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Nostalgia Critic reviews the worst movie John Leguizamo ever made - besides the Super Mario Bros movie.,Doug Walker|Malcolm Ray|Tamara Chambers|James Jarosz|Rob Walker,Doug Walker,7.0,24.0,44,
1002,1002,1002,1002,1003,That Darn Cat! (1997),14-Feb-97,,https://www.imdb.com/title/tt0120317/,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"In a small Massachusetts town, two bumbling criminals mistakenly kidnap a maid, thinking her to be the wife of a prominent businessman. D.C., short for Darn Cat, is an alley cat who, while looking for his nightly snack, stumbles upon the kidnap victim, bound and gagged in a shed. The kidnap victim scratches a plea for help on the back of her wristwatch and puts it around the cat's neck. Patti finds the watch and links it to the missing maid. Playing amateur detective, she enlists the aid of an FBI agent, Zeke, who has been assigned to the case. Patti and Zeke follow D.C. through tight openings to track down the captive. —Michael Betzold",Christina Ricci|Doug E. Doug|Dean Jones|George Dzundza|Peter Boyle,Bob Spiers,4.7,89.0,4.3K,
1003,1003,1003,1003,1004,Geronimo: An American Legend (1993),01-Jan-93,,https://www.imdb.com/title/tt0107004/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs. —Rob Hartill",Jason Patric|Gene Hackman|Robert Duvall|Wes Studi|Matt Damon,Walter Hill,6.5,115.0,10K,
1004,1004,1004,1004,1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",01-Jan-91,,https://www.imdb.com/title/tt0101765/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Véronique is a beautiful young French woman who aspires to be a renowned singer. Weronika lives in Poland, has a similar career goal, and looks identical to Véronique, though the two are not related. Both women contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with a puppeteer who may be able to help her with her existential issues. Véronique and Weronika are unaware of each other's existence, yet they sense a spectral companion and an inexplicable, profound bond. —Nick Riganas",Irène Jacob|Halina Gryglaszewska|Kalina Jedrusik|Aleksander Bardini|Wladyslaw Kowalski,Krzysztof Kieslowski,7.8,98.0,46K,
1005,1005,1005,1005,1006,Until the End of the World (Bis ans Ende der Welt) (1991),01-Jan-91,,https://www.imdb.com/title/tt0101458/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Set in 1999, a woman (Dommartin) has a car accident with some bank robbers, who enlist her help to take the bank money to a drop in Paris. On the way she runs into another fugitive from the law (Hurt), an American who is being chased by the CIA. The charges are false, he claims. They want to confiscate a device his father invented which allows anyone to record their dreams and vision. On the run from both the bank robbers and the CIA, the couple span the globe, ending up in Australia at his father's (von Sydow) research facility, where they hope to play back the recordings Hurt captured for his blind mother. Set in the futuristic year of 1999, a subplot about a damaged Indian nuclear satellite crashing and causing the end of civilization is a puzzling addition to the film. —Ed Sutton <esutton@mindspring.com>",Solveig Dommartin|Pietro Falcone|Enzo Turrin|Chick Ortega|Eddy Mitchell,Wim Wenders,6.8,158.0,9.8K,
1006,1006,1006,1006,1007,Waiting for Guffman (1996),31-Jan-97,,https://www.imdb.com/title/tt0118111/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"The residents of Blaine, Missouri - the self-proclaimed home of the first UFO landing in the United States (Blaine residents beg to differ with Roswell's claims) and stool capital of the world - are excited about the town's upcoming sesquicentennial celebrations, which will have as its centerpiece the original musical production, ""Red, White and Blaine"". Assisted by high school music teacher Lloyd Miller, Corky St. Clair, the musical's writer/composer and former New York theater professional (off off off off Broadway) who currently leads the Blaine Community Players, will helm the production. Corky and Lloyd are excited about their 'talented' cast of locals and the production as a whole, Corky and Lloyd who themselves are as untalented and unaware as their cast. Corky and company are especially anticipating the presence of Mort Guffman in the audience on opening night, he a representative of the prestigious New York based Oppenheimer Organization. In Corky's mind, a favorable review from Guffman means that the production is heading to Broadway. Through all the ups and downs and more downs of the pre-production, everyone in Blaine still can't wait for opening night and the arrival of Guffman, upon who the cast and crew's dreams rest. —Huggo",Deborah Theaker|Michael Hitchcock|Scott Williamson|Larry Miller|Don Lake,Christopher Guest,7.5,84.0,28K,
1007,1007,1007,1007,1008,I Shot Andy Warhol (1996),01-May-96,,https://www.imdb.com/title/tt0116594/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but he continued to ignore her. So she shot him. This is Valerie's story. —Jason Ihle <jrihl@conncoll.edu>",Lili Taylor|Jared Harris|Martha Plimpton|Lothaire Bluteau|Anna Thomson,Mary Harron,6.6,103.0,6.6K,
1008,1008,1008,1008,1009,Stealing Beauty (1996),14-Jun-96,,https://www.imdb.com/title/tt0117737/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"For 20 years many visitors have come to the villa on an Italian hilltop owned by an English artist. Lucy, a 19-year-old American, was last there four years ago and wants to meet up again with the young Italian who kissed her and corresponded for a while. And she has brought the diary of her late mother filled with enigmatic poems that suggest Lucy was conceived on that hilltop. Lucy wants to find out if Daddy is the Italian war correspondent who wrote to her mother for 20 years. Then again Daddy could be the dying English playwright in residence or the artist who uses a chainsaw on tree trunks for his sculptures. The three, of course, have no idea that Lucy is there to solve a mystery. They, the artist's wife, daughter of that wife and the daughter's American lover are most intrigued by Lucy's virginity. —Dale O'Connor <daleoc@interaccess.com>",Carlo Cecchi|Sinéad Cusack|Joseph Fiennes|Jason Flemyng|Anna Maria Gherardi,Bernardo Bertolucci,6.6,118.0,27K,
1009,1009,1009,1009,1010,Basquiat (1996),16-Aug-96,,https://www.imdb.com/title/tt0115632/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Basquiat tells the story of the meteoric rise of youthful artist Jean Michel Basquiat. Starting out as a street artist, living in Thompkins Square Park in a cardboard box, Basquiat becomes a star and a part of Andy Warhol's art world circle. But success has a price, and Basquiat pays with friendships, love, and eventually, his life. —Martin Lewison <lewison+@pitt.edu>",Jeffrey Wright|Michael Wincott|Benicio Del Toro|Claire Forlani|David Bowie,Julian Schnabel,6.9,107.0,20K,
1010,1010,1010,1010,1011,2 Days in the Valley (1996),27-Sep-96,,https://www.imdb.com/title/tt0115438/,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"John Herzfeld deftly welds together a multitude of subplots-- a loser hitman and a cool assassin involved in an insurance scam; a washed-up director, turned suicidal, if only he had someone to care for his beloved dog; a snooty art dealer, wracked by kidney stones, cared for by his devoted assistant; a grungy deranged vice cop, now partnered with a fresh-faced rookie; and two beautiful and jealous women entangled in their deadly scheme--into a spoof of the crime thriller genre. —Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>",Danny Aiello|Greg Cruttwell|Jeff Daniels|Teri Hatcher|Glenne Headly,John Herzfeld,6.5,104.0,19K,
1011,1011,1011,1011,1012,Private Parts (1997),07-Mar-97,,https://www.imdb.com/title/tt0119951/,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Having always wanted to be a disc-jockey, Howard Stern works his way painfully from radio at his 1970's college to a Detroit station. It is with a move to Washington that he hits on an outrageous off-the-wall style that catches audience attention. Despite his on-air blue talk, at home he is a loving husband. He needs all the support he can get when he joins NBC in New York and comes up against a very different vision of radio. —Jeremy Perkins {J-26}",Howard Stern|Robin Quivers|Mary McCormack|Fred Norris|Paul Giamatti,Betty Thomas,6.9,109.0,36K,
1012,1012,1012,1012,1013,Anaconda (1997),11-Apr-97,,https://www.imdb.com/title/tt0118615/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"When a documentary crew traveling through the Amazon jungle, picks up a stranded man, they are unaware of the trouble that will occur. This stranger's hobby is to capture the giant Anaconda snake, and plans to continue targeting it on their boat, by any means necessary. —FilmFanUk",Jennifer Lopez|Ice Cube|Jon Voight|Eric Stoltz|Jonathan Hyde,Luis Llosa,4.8,89.0,101K,
1013,1013,1013,1013,1014,Romy and Michele's High School Reunion (1997),25-Apr-97,,https://www.imdb.com/title/tt0120032/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romy and Michele have been through it all, including being tortured by the Popular crowd when in high school. When they receive word of a 10 year reunion, they come to realize their lives aren't as impressive as they'd like them to be. Instead of staying home they go to the reunion with business outfits, cell phones, and one heck of a bogus success story. —Movie Guy-27",Mira Sorvino|Lisa Kudrow|Janeane Garofalo|Alan Cumming|Julia Campbell,David Mirkin,6.2,92.0,45K,
1014,1014,1014,1014,1015,Shiloh (1997),23-May-97,,http://us.imdb.com/M/title-exact?Shiloh%20%281997%29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
1015,1015,1015,1015,1016,Con Air (1997),06-Jun-97,,https://www.imdb.com/title/tt0118880/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Cameron Poe, a highly decorated Army Ranger, comes home to Alabama to his wife Tricia, only to run into a few drunken regulars at the bar where she works. Cameron accidentally kills one of the drunks, and is sent to a federal penitentiary for involuntary manslaughter for seven years. He becomes eligible for parole and can now go home to his wife and daughter. Unfortunately, Cameron has to share a prison airplane with some of the country's most dangerous criminals, who take control of the plane and are now planning to escape the country. Cameron has to find a way to stop them while playing along. Meanwhile, United States Marshal Vince Larkin is trying to help Cameron get free and stop the criminals, led by Cyrus ""The Virus"" Grissom. —John Wiggins",Colm Meaney|Mykelti Williamson|Nick Chinlund|Renoly Santiago|John Malkovich,Simon West,6.9,115.0,286K,
1016,1016,1016,1016,1017,Trees Lounge (1996),11-Oct-96,,https://www.imdb.com/title/tt0117958/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Things aren't going so well for Tommy Basilio. He lost his job because he ""borrowed"" money from the register, his girlfriend left him for his boss and is now pregnant, and he can't find work because of the incident. His life revolves around the Trees Lounge, a neighborhood bar over which he lives, full of the colorful eccentrics one finds in such places, like the estranged husband, or the old boozer drinking himself to death. He drunkenly wanders through his life, still in love with his ex, desperate for some sort of meaning beyond the bar, some sort of meaning to his life. —Gary Dickerson <slug@mail.utexas.edu>",Carol Kane|Mark Boone Junior|Steve Buscemi|Bronson Dudley|Anthony LaPaglia,Steve Buscemi,7.1,95.0,16K,
1017,1017,1017,1017,1018,Tie Me Up! Tie Me Down! (1990),01-Jan-90,,https://www.imdb.com/title/tt0101026/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Ricky is released from a mental hospital, and knows exactly what he wants to do. He hunts down Marina, a porn film star he once had sex with, and tries to convince her to be his wife. She is a bit reluctant, so he ties her up. Will this approach endear him to her? —Colin Tinto <cst@imdb.com>",Victoria Abril|Antonio Banderas|Loles León|María Barranco|Rossy de Palma,Pedro Almodóvar,7.0,101.0,28K,
1018,1018,1018,1018,1019,"Die xue shuang xiong (Killer, The) (1989)",01-Jan-89,,https://www.imdb.com/title/tt0097202/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"A Hong Kong hitman accidentally blinds an innocent woman during a hit. He is determined to get her surgery to help her regain her sight but he needs to complete one more hit first. He completes the job but then is ambushed as he tries to escape: someone wants him dead. Meanwhile a resourceful, unorthodox police detective is hot on his trail. —grantss",Chow Yun-Fat|Danny Lee|Sally Yeh|Kong Chu|Kenneth Tsang,John Woo,7.8,111.0,47K,
1019,1019,1019,1019,1020,Gaslight (1944),01-Jan-44,,https://www.imdb.com/title/tt0036855/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"After the death of her famous opera-singing aunt, Paula Alquist (Ingrid Bergman) is sent to study in Italy to become a great opera singer as well. While there, she falls in love with the charming Gregory Anton (Charles Boyer). The two return to London, and Paula begins to notice strange goings-on: missing pictures, strange footsteps in the night, and gaslights that dim without being touched. As she fights to retain her sanity, her new husband's intentions come into question. —Jwelch5742",Charles Boyer|Ingrid Bergman|Joseph Cotten|May Whitty|Angela Lansbury,George Cukor,7.8,114.0,27K,
1020,1020,1020,1020,1021,8 1/2 (1963),01-Jan-63,,http://us.imdb.com/M/title-exact?8%201/2%20(1963),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
1021,1021,1021,1021,1022,"Fast, Cheap & Out of Control (1997)",01-Jan-97,,https://www.imdb.com/title/tt0119107/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"What do an elderly topiary gardener, a retired lion tamer, a man fascinated by mole rats, and a cutting-edge robotics designer have in common? Both nothing and everything in this unconventional documentary directed by Erroll Morris. Fast, Cheap & Out of Control (Referring to the robot specialist's strange philosophy of robot design structure, not Erroll Morris's documentary techniques!) interplays, overlaps, and interrelates these four separate and highly specialized documentary subjects in order to in truth study all of humanity, raising questions about the future of mankind. —Matthew F. Griffin",Dave Hoover|George Mendonça|Raymond A. Mendez|Rodney Brooks,Errol Morris,7.2,80.0,3.8K,
1022,1022,1022,1022,1023,Fathers' Day (1997),09-May-97,,https://www.imdb.com/title/tt0119109/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jack Lawrence is a smart aleck lawyer who is one day visited by an ex-girlfriend who tells him her kid was his. Enter Dale Putley, a depressed goofball who is also a writer, meets with the same ex-girlfriend who tells him her kid is his. One day Jack and Dale meet and discover what had happened: they've been told the same story and now there's a question of who the real father is. They learn their son is following a rock band called Sugar Ray around. So Jack and Dale hit the road to Sacramento and find their drunk, love-struck son. Soon after they bring him back to their hotel room, their son escapes and Jack and Dale must use teamwork to find him again, bring him home, and find out which one of them is the real father. —Dylan Self <Robocoptng986127@aol.com>",Robin Williams|Billy Crystal|Julia Louis-Dreyfus|Nastassja Kinski|Charlie Hofheimer,Ivan Reitman,5.3,98.0,15K,
1023,1023,1023,1023,1024,Mrs. Dalloway (1997),01-Jan-97,,https://www.imdb.com/title/tt0119723/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"London, summer 1923. Clarissa (Vanessa Redgrave), Member of Parliament Richard Dalloway's (Sir John Standing's) wife, sets out on a beautiful morning; she's shopping for flowers for her party that evening. At the same time Septimus Warren Smith (Rupert Graves), a young man who survived the battlefields of Europe, is suffering from a nightmarish delayed on-set form of shell shock. Clarissa's nearly-grown daughter is distant, and preoccupied. In the course of one day, Peter (Michael Kitchen), Clarissa's passionate old suitor, returns from India and is invited to her party, Septimus commits suicide, Clarissa relives a day in her youth (and her reasons for her choice of a life with the reliable Richard Dalloway). —Eileen Berdon <eberdon@aol.com>",Vanessa Redgrave|Natascha McElhone|Michael Kitchen|Alan Cox|Sarah Badel,Marleen Gorris,6.7,97.0,3.8K,
1024,1024,1024,1024,1025,Fire Down Below (1997),01-Jan-97,,https://www.imdb.com/title/tt0119123/,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"When a friend and fellow agent is found dead under suspicious circumstances in a close-knit Appalachian community, it falls to the veteran EPA Agent Jack Taggert to shed light on the mystery. Posing as a worker, Taggert soon discovers that the ruthless businessman, Orin Hanner Jr, keeps dumping toxic waste into an abandoned coal mine shaft, posing a threat to public health and all living things in the picturesque valley. Now, Jack has to deal with the unscrupulous criminals who destroy nature. But, can one man working alone right a wrong and restore peace? —Nick Riganas",Steven Seagal|Marg Helgenberger|Stephen Lang|Brad Hunt|Kris Kristofferson,Félix Enríquez Alcalá,5.1,105.0,18K,
1025,1025,1025,1025,1026,"Lay of the Land, The (1997)",01-Jan-97,,https://www.imdb.com/title/tt0123953/,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Harvey Dankworth is having an affair on the side, and the problems in his family life with wife Mary Jane arise. But she is also not interested in sex with him.. They start going to psychiatrists and Mary Jane starts to have wild sexual fantasies at these sessions that include her shrink Dr. Guttmacher. —Anonymous",Sally Kellerman|Ed Begley Jr.|Sandra Taylor|Stuart Margolin|Tyne Daly,Larry Arrick,5.1,94.0,71,
1026,1026,1026,1026,1027,"Shooter, The (1995)",01-Jan-95,,"http://us.imdb.com/M/title-exact?Shooter,%20The%20(1995)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1027,1027,1027,1027,1028,Grumpier Old Men (1995),01-Jan-95,,https://www.imdb.com/title/tt0113228/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Things don't seem to change much in Wabasha County: Max and John are still fighting after 35 years, Grandpa still drinks, smokes, and chases women , and nobody's been able to catch the fabled ""Catfish Hunter"", a gigantic catfish that actually smiles at fishermen who try to snare it. Six months ago John married the new girl in town (Ariel), and people begin to suspect that Max might be missing something similar in his life. The only joy Max claims is left in his life is fishing, but that might change with the new owner of the bait shop. —Murray Chapman <muzzle@cs.uq.oz.au>",Walter Matthau|Jack Lemmon|Sophia Loren|Ann-Margret|Burgess Meredith,Howard Deutch,6.7,101.0,26K,
1028,1028,1028,1028,1029,Jury Duty (1995),01-Jan-95,,https://www.imdb.com/title/tt0113500/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself. —Steve Derby <sderby@sdeco.com>",Pauly Shore|Tia Carrere|Stanley Tucci|Brian Doyle-Murray|Abe Vigoda,John Fortenberry,4.3,88.0,7.9K,
1029,1029,1029,1029,1030,"Beverly Hillbillies, The (1993)",01-Jan-93,,"http://us.imdb.com/M/title-exact?Beverly%20Hillbillies,%20The%20(1993)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1030,1030,1030,1030,1031,Lassie (1994),01-Jan-94,,https://www.imdb.com/title/tt0110305/,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Determined to start a new life in the country, the Turner Family - Dad, stepmom, little Jennifer and teenager Matt - leaves the city for the wilds of Virginia. The move creates problems for everyone, especially Matt, who feels lost and alone in his new surroundings. Fortunately, the Turners are helped by a homeless collie who becomes part of their lives - and Matt does a lot of growing up as a result of the dog's unflinching loyalty. —Anonymous",Tom Guiry|Helen Slater|Jon Tenney|Brittany Boyd|Frederic Forrest,Daniel Petrie,5.9,94.0,6.1K,
1031,1031,1031,1031,1032,Little Big League (1994),01-Jan-94,,https://www.imdb.com/title/tt0110363/,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"When the owner of the Minnesota Twins dies suddenly, his will bequeaths the team to his grandson Billy, a devotee of baseball who, although only 12, has devoured voluminous lore, knows the team intimately, and has shown an uncanny sixth sense of what they need to improve. They hate their manager, so Billy quickly fires the SOB, winning their instant approval. However, this turns to dismay when he announces their new manager: Billy Heywood. How will Billy convince a gang of proud, tough men to stick around and take orders from a kid? On the other hand, what's to lose-- the team has nowhere to go but up. —Paul Emmons <pemmons@wcupa.edu>",Luke Edwards|Timothy Busfield|John Ashton|Ashley Crow|Kevin Dunn,Andrew Scheinman,6.1,119.0,10K,
1032,1032,1032,1032,1033,Homeward Bound II: Lost in San Francisco (1996),08-Mar-96,,https://www.imdb.com/title/tt0116552/,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shadow, Sassy and Chance are back! It's been three years since their trek through the woods and over the mountains. Now the family lives in San Fransisco and they're taking a vacation in Canada. Only problem, the pets escape from the airport while being put in the cargo area of the plane. Now their family is in Canada and the pets are all alone in San Fransisco. They meet scruffy bully dogs and a gang of rebel dogs all abandoned and have started their own group. Also looking for them is a ""Blood Red Van"" driven by bumbling dog catchers. Also Chance meets a girl dog and it's love at first bite. —Dylan Self <robocoptng986127@aol.com>",Michael J. Fox|Sally Field|Ralph Waite|Al Michaels|Tommy Lasorda,David R. Ellis,6.0,88.0,15K,
1033,1033,1033,1033,1034,"Quest, The (1996)",26-Apr-96,,"http://us.imdb.com/M/title-exact?Quest,%20The%20(1996/I)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1034,1034,1034,1034,1035,Cool Runnings (1993),01-Jan-93,,https://www.imdb.com/title/tt0106611/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Four Jamaicans form their country's first ever bobsled team to compete in the upcoming 1988 Winter Olympics. They enlist the help of a disgraced former Olympic gold winner to reluctantly coach them. However, when they reach Canada they're treated as outsiders by the other teams, who fear they'll only succeed in embarrassing the sport. —Iantjambo",Leon|Doug E. Doug|Rawle D. Lewis|Malik Yoba|John Candy,Jon Turteltaub,7.0,98.0,98K,
1035,1035,1035,1035,1036,Drop Dead Fred (1991),01-Jan-91,,https://www.imdb.com/title/tt0101775/,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,A young woman who's attempting to find her place in the world battles with her controlling mother and a womanizing husband finds comfort and confusion with the appearance of her childhood friend. It is a zappy movie that emphasizes self-actualization. —C. Marshall,Phoebe Cates|Rik Mayall|Marsha Mason|Tim Matheson|Carrie Fisher,Ate de Jong,5.9,103.0,28K,
1036,1036,1036,1036,1037,Grease 2 (1982),01-Jan-82,,https://www.imdb.com/title/tt0084021/,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"Two years after the life-altering events in Grease (1978), Sandy's cousin Michael, a straight-laced English student, is the new guy at Rydell High. Stephanie, the Pink Ladies' foxy blonde leader, is about to break up with Johnny, the T-Birds' leader, but she still likes her men dangerous, even as Michael starts to attract her attention. Now Michael needs to up his game: learn how to ride a motorcycle and transform himself into Stephanie's hot leather-clad fantasy. Is he up to the task? —Nick Riganas",Maxwell Caulfield|Michelle Pfeiffer|Lorna Luft|Maureen Teefy|Alison Price,Patricia Birch,4.4,115.0,34K,
1037,1037,1037,1037,1038,Switchback (1997),01-Jan-97,,https://www.imdb.com/title/tt0119210/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"F.B.I. agent Frank LaCrosse returns home to find his home has been broken into, his son is missing and Missy the babysitter is lying in a pool of her own insides. Her murder being the hallmarks of a elusive enigmatic serial killer whose slaughter spree...stretches nearly two years. Frank's desperate pursuit leads to Amarillo, Texas, where two more victims matching the killers M.O. have been found slashed to death. As Frank searches for his suspect the local Sheriff Buck Olmstead and his Deputy Nate Booker investigate the killings in-between a heated election feud, with his competition police chief Jack McGinnis. All the while drifting former doctor Lane Dixon is picked up by ex-railroad man, Bob Goodall. As a local Mechanic, Clyde 'Shorty' Callahan becomes the latest victim. Frank hopes and prays to find this sociopath before he disappears perhaps forever into the rocky mountains —Suspicious",Claudia Stedelin|Ian Nelson|Brent Hinkley|R. Lee Ermey|Walton Goggins,Jeb Stuart,6.4,118.0,14K,
1038,1038,1038,1038,1039,Hamlet (1996),24-Jan-97,,https://www.imdb.com/title/tt0116477/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hamlet (Sir Kenneth Branagh), son of the King of Denmark (Brian Blessed), is summoned home for his father's funeral and his mother Gertrude's (Julie Christie's) wedding to his uncle Claudius (Sir Derek Jacobi). In a supernatural episode, he discovers that his uncle, who he hates anyway, murdered his father. In an incredibly convoluted plot, the most complicated and most interesting in all literature, he manages to (impossible to put this in exact order) feign (or perhaps not to feign) madness, murder the ""Prime Minister"", love and then unlove an innocent who he drives to madness, plot and then unplot against the uncle, direct a play within a play, successfully conspire against the lives of two well-meaning friends, and finally take his revenge on the uncle, but only at the cost of almost every life on-stage, including his own and his mother's. —John Brosseau <brossj5683@aol.com>",Rizz Abbasi|Richard Attenborough|David Blair|Brian Blessed|Kenneth Branagh,Kenneth Branagh,7.7,242.0,37K,
1039,1039,1039,1039,1040,Two if by Sea (1996),01-Jan-96,,https://www.imdb.com/title/tt0118002/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned, as some thugs and the FBI try to recover the painting and Roz gets attracted not only to the landscape... —Thomas Meyer <i03a@zfn.uni-bremen.de>",Denis Leary|Sandra Bullock|Stephen Dillane|Yaphet Kotto|Mike Starr,Bill Bennett,5.3,96.0,5.7K,
1040,1040,1040,1040,1041,Forget Paris (1995),01-Jan-95,,https://www.imdb.com/title/tt0113097/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews, an American living in Paris, works for the airline Mickey flies on. They meet and fall in love, but their relationship goes through many difficult patches. The story is told in flashback by their friends at a restaurant waiting for them to arrive. —Philip Apps <apps@math.wisc.edu>",Billy Crystal|Debra Winger|Joe Mantegna|Cynthia Stevenson|Richard Masur,Billy Crystal,6.5,101.0,12K,
1041,1041,1041,1041,1042,Just Cause (1995),01-Jan-95,,https://www.imdb.com/title/tt0113501/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Bobby Earl (Blair Underwood) is facing the electric chair for the murder of a young girl. Eight years after the crime, he calls in Paul Armstrong (Sir Sean Connery), a professor of law, to help prove his innocence. Armstrong quickly uncovers some overlooked evidence to present to the local police, but they aren't interested, Bobby was their killer. —Rob Hartill",Sean Connery|Laurence Fishburne|Kate Capshaw|Blair Underwood|Ed Harris,Arne Glimcher,6.4,102.0,26K,
1042,1042,1042,1042,1043,Rent-a-Kid (1995),01-Jan-95,,https://www.imdb.com/title/tt0114268/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Harry Habert, owner of a rent office has an original idea: To rent baby's from a nearby orphanage to the local families. He rents the Ward sibling, 2 boys and a girl, to his first customers. —Tognacci Sebastiano <seblog@maya.dei.unipd.it>",Leslie Nielsen|Christopher Lloyd|Matt McCoy|Sherry Miller|Amos Crawley,Fred Gerber,5.5,85.0,2K,
1043,1043,1043,1043,1044,"Paper, The (1994)",01-Jan-94,,https://www.imdb.com/title/tt0110771/,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks. Henry's wife Martha, a hugely pregnant former reporter of his, is fed up because he has so little time for his family. He is therefore considering an offer from Paul Bladden to edit a paper like the New York Times, which would mean more money, shorter hours, more respectability...but might also be a bit boring for his tastes. But a hot story soon confronts Henry with tough decisions. —Reid Gagle",Michael Keaton|Robert Duvall|Glenn Close|Marisa Tomei|Randy Quaid,Ron Howard,6.7,112.0,14K,
